,carat,cut,color,clarity,depth,table,x,y,z,clarity_scale,price_predict
736,0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,7,1683.726472461407
737,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,5,962.6426916647376
738,0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,9,3640.9538774809375
739,0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,5,602.1008012664031
740,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,8,1889.750409831884
741,0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,10,1168.6666290352146
742,0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,5,756.618754294261
743,0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,7,1220.1726133778338
744,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,6,653.6067856090224
745,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,7,602.1008012664031
746,0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,6,2610.8341906285527
747,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,6,1117.1606446925953
748,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,5,1683.726472461407
749,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,6,1632.2204881187877
750,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,5,550.5948169237838
751,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,8,1014.1486760073569
752,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,10,962.6426916647376
753,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,10,550.5948169237838
754,0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,9,1117.1606446925953
755,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,5,859.6307229794993
756,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,5,1065.6546603499764
757,0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,7,705.1127699516417
758,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,10,2713.8461593137913
759,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,4,1220.1726133778338
760,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,4,2713.8461593137913
761,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,5,1889.750409831884
762,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,7,293.06489521068784
763,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,5,3640.9538774809375
764,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,4,1889.750409831884
765,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,10,602.1008012664031
766,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,6,1014.1486760073569
767,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,10,602.1008012664031
768,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,5,1580.7145037761684
769,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,6,550.5948169237838
770,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,8,396.0768638959264
771,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,9,1117.1606446925953
772,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,9,1117.1606446925953
773,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,4,1065.6546603499764
774,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,4,1889.750409831884
775,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,7,859.6307229794993
776,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,9,653.6067856090224
777,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,5,344.5708795533071
778,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,9,705.1127699516417
779,0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,6,3640.9538774809375
780,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,6,859.6307229794993
781,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,5,2610.8341906285527
782,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,4,911.1367073221186
783,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,5,3692.4598618235564
784,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,6,3125.8940340547456
785,0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,4,3640.9538774809375
786,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,10,602.1008012664031
787,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,7,1117.1606446925953
788,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,6,2610.8341906285527
789,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,5,2713.8461593137913
790,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,6,1786.7384411466455
791,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,10,705.1127699516417
792,0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,9,2919.870096684268
793,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,5,653.6067856090224
794,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,6,1580.7145037761684
795,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,5,2610.8341906285527
796,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,6,1683.726472461407
797,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,9,2765.3521436564106
798,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,5,2610.8341906285527
799,0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,6,550.5948169237838
800,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,8,344.5708795533071
801,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,5,1992.7623785171218
802,0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,7,1065.6546603499764
803,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,7,344.5708795533071
804,0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,7,1683.726472461407
805,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,6,1838.2444254892648
806,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,5,550.5948169237838
807,0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,1,4001.495767879272
808,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,6,602.1008012664031
809,0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,7,3177.4000183973644
810,0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,9,550.5948169237838
811,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,7,1065.6546603499764
812,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,9,2662.340174971172
813,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,5,2610.8341906285527
814,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,4,190.0529265254495
815,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,8,550.5948169237838
816,0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,6,808.12473863688
817,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,9,602.1008012664031
818,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,5,2610.8341906285527
819,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,6,1014.1486760073569
820,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,6,1580.7145037761684
821,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,6,550.5948169237838
822,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,6,3125.8940340547456
823,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,9,447.5828482385457
824,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,5,756.618754294261
825,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,6,550.5948169237838
826,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,4,3383.4239557678407
827,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,6,1117.1606446925953
828,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,4,2713.8461593137913
829,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,7,705.1127699516417
830,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,10,1014.1486760073569
831,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,6,1065.6546603499764
832,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,5,2610.8341906285527
833,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,6,1941.2563941745025
834,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,6,1632.2204881187877
835,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,9,2662.340174971172
836,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,8,1683.726472461407
837,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,10,1065.6546603499764
838,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,8,3177.4000183973644
839,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,8,1735.2324568040262
840,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,8,2610.8341906285527
841,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,5,1889.750409831884
842,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,8,602.1008012664031
843,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,8,1580.7145037761684
844,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,7,550.5948169237838
845,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,5,1632.2204881187877
846,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,5,3692.4598618235564
847,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,5,550.5948169237838
848,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,6,2610.8341906285527
849,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,7,2919.870096684268
850,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,8,447.5828482385457
851,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,6,1065.6546603499764
852,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,7,1014.1486760073569
853,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,9,1735.2324568040262
854,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,4,1065.6546603499764
855,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,6,1992.7623785171218
856,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,5,2610.8341906285527
857,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,10,1838.2444254892648
858,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,6,2713.8461593137913
859,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,5,550.5948169237838
860,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,5,1632.2204881187877
861,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,4,2353.3042689154568
862,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,9,1220.1726133778338
863,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,10,653.6067856090224
864,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,6,447.5828482385457
865,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,5,1632.2204881187877
866,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,6,2662.340174971172
867,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,6,1065.6546603499764
868,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,5,3640.9538774809375
869,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,7,2044.268362859741
870,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,6,1632.2204881187877
871,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,6,1580.7145037761684
872,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,7,2250.292300230218
873,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,4,2713.8461593137913
874,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,6,550.5948169237838
875,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,8,550.5948169237838
876,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,8,499.0888325811645
877,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,5,1889.750409831884
878,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,4,1117.1606446925953
879,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,5,1683.726472461407
880,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,5,1065.6546603499764
881,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,7,859.6307229794993
882,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,6,1117.1606446925953
883,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,5,3640.9538774809375
884,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,7,962.6426916647376
885,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,4,2816.85812799903
886,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,6,3640.9538774809375
887,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,7,3022.8820653695066
888,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,6,653.6067856090224
889,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,10,550.5948169237838
890,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,8,653.6067856090224
891,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,5,3640.9538774809375
892,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,9,1786.7384411466455
893,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,9,550.5948169237838
894,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,9,1786.7384411466455
895,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,7,1889.750409831884
896,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,6,1426.1965507483105
897,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,4,3640.9538774809375
898,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,6,1941.2563941745025
899,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,8,859.6307229794993
900,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,6,3640.9538774809375
901,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,6,3125.8940340547456
902,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,8,1580.7145037761684
903,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,4,1786.7384411466455
904,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,8,190.0529265254495
905,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,4,3949.9897835366523
906,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,6,962.6426916647376
907,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,8,653.6067856090224
908,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,8,2662.340174971172
909,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,5,3640.9538774809375
910,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,6,1117.1606446925953
911,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,4,2662.340174971172
912,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,7,2816.85812799903
913,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,7,2765.3521436564106
914,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,6,550.5948169237838
915,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,4,1992.7623785171218
916,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,6,653.6067856090224
917,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,5,2610.8341906285527
918,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,4,3537.941908795699
919,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,5,2610.8341906285527
920,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,9,293.06489521068784
921,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,6,2610.8341906285527
922,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,10,1014.1486760073569
923,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,7,396.0768638959264
924,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,8,808.12473863688
925,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,6,2610.8341906285527
926,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,6,3692.4598618235564
927,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,6,705.1127699516417
928,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,9,550.5948169237838
929,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,5,1580.7145037761684
930,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,6,1838.2444254892648
931,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,8,550.5948169237838
932,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,6,344.5708795533071
933,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,7,1168.6666290352146
934,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,8,1580.7145037761684
935,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,5,1117.1606446925953
936,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,6,911.1367073221186
937,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,6,1065.6546603499764
938,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,5,3640.9538774809375
939,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,5,808.12473863688
940,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,7,962.6426916647376
941,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,6,1632.2204881187877
942,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,6,653.6067856090224
943,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,6,1168.6666290352146
944,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,6,602.1008012664031
945,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,5,3640.9538774809375
946,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,5,3640.9538774809375
947,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,8,705.1127699516417
948,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,7,1065.6546603499764
949,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,10,2713.8461593137913
950,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,10,808.12473863688
951,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,7,1889.750409831884
952,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,4,3949.9897835366523
953,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,5,756.618754294261
954,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,5,3125.8940340547456
955,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,7,550.5948169237838
956,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,6,1786.7384411466455
957,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,6,2662.340174971172
958,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,7,705.1127699516417
959,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,5,1271.6785977204531
960,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,9,602.1008012664031
961,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,8,344.5708795533071
962,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,4,653.6067856090224
963,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,5,602.1008012664031
964,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,4,2868.3641123416487
965,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,8,1014.1486760073569
966,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,8,1117.1606446925953
967,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,10,1786.7384411466455
968,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,8,1838.2444254892648
969,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,9,808.12473863688
970,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,7,2713.8461593137913
971,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,9,1065.6546603499764
972,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,10,550.5948169237838
973,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,6,1889.750409831884
974,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,8,1786.7384411466455
975,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,6,911.1367073221186
976,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,6,911.1367073221186
977,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,5,3640.9538774809375
978,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,10,653.6067856090224
979,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,7,2456.3162376006953
980,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,6,1065.6546603499764
981,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,10,808.12473863688
982,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,8,293.06489521068784
983,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,5,2662.340174971172
984,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,6,2147.2803315449796
985,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,5,550.5948169237838
986,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,9,1477.7025350909298
987,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,5,1220.1726133778338
988,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,7,2610.8341906285527
989,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,6,2610.8341906285527
990,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,5,2868.3641123416487
991,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,6,2662.340174971172
992,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,5,2610.8341906285527
993,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,9,1580.7145037761684
994,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,8,756.618754294261
995,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,8,3331.917971425222
996,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,4,1632.2204881187877
997,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,5,1889.750409831884
998,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,6,808.12473863688
999,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,6,1374.6905664056917
1000,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,9,550.5948169237838
1001,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,4,2610.8341906285527
1002,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,7,602.1008012664031
1003,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,8,1065.6546603499764
1004,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,8,1632.2204881187877
1005,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,6,3640.9538774809375
1006,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,5,653.6067856090224
1007,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,5,550.5948169237838
1008,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,5,1426.1965507483105
1009,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,5,602.1008012664031
1010,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,10,1992.7623785171218
1011,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,9,1065.6546603499764
1012,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,9,190.0529265254495
1013,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,6,1992.7623785171218
1014,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,8,1632.2204881187877
1015,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,4,1632.2204881187877
1016,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,6,653.6067856090224
1017,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,6,2610.8341906285527
1018,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,7,1271.6785977204531
1019,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,7,1168.6666290352146
1020,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,7,1632.2204881187877
1021,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,5,1683.726472461407
1022,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,5,3640.9538774809375
1023,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,7,1168.6666290352146
1024,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,5,550.5948169237838
1025,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,4,3795.471830508795
1026,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,6,1889.750409831884
1027,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,5,653.6067856090224
1028,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,9,241.55891086806855
1029,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,7,1735.2324568040262
